"LH_RowNumber","LH_AnimalID","LH_AnimalCode","OtherID","Sex","EarMark","DOB","FirstDate","DateAdult","CurrentGroup","BirthGroup","LH_MotherID","LH_FatherID","EmigrationNatalDate","ImmigrationGroup1","ImmigrationDate1","LastDate1","ImmigrationGroup2","ImmigrationDate2","LastDate2","ImmigrationGroup3","ImmigrationDate3","LastDate3","ImmigrationGroup4","ImmigrationDate4","LastDate4","ReliableData","Comments","AnimalID_Std","Fate_probable"
"651","Roeslare","Roes",NA,"F",NA,2020-11-19,2020-11-19,NA,NA,"NH","Roma",NA,NA,NA,NA,2021-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seen with massive injury, back almost fully open. Was being walked to sleeping site by Roc-Ram-utrecht. Not found the next day. Most likely dead.","Roeslare","dead"
"652","Dazzle","Dazz",NA,"F",NA,2020-11-20,2020-11-20,NA,"LT","LT","Daisy",NA,NA,NA,NA,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dazzle",NA
"653","Eish","Eis",NA,"M",NA,2020-11-21,2020-11-21,NA,"BD","BD","Eina",NA,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eish",NA
"654","Baby Renn 2020","BRen20",NA,"M",NA,2020-11-22,2020-11-23,NA,NA,"NH","Rennes",NA,2020-12-29,NA,NA,2020-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead","Babyrenn2020","dead"
"655","Griffin","Gri",NA,"M",NA,2020-11-23,2020-11-23,NA,"NH","NH","Granada",NA,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Griffin",NA
"656","Xopo","Xop",NA,"M",NA,2020-11-23,2020-11-23,NA,"NH","NH","Xalapa",NA,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born during the night ","Xopo",NA
"657","Moesa","Moes",NA,"f",NA,NA,2020-11-24,NA,"KB","KB","Mara",NA,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"She was was sexed as a male and later realised that she was a female","Moesa",NA
"658","Reenval","Ree",NA,"M",NA,2020-11-24,2020-11-24,NA,"BD","BD","Redelik",NA,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Until the 27/07/2021 the sex was wrong","Reenval",NA
"659","Rivier","Rivi",NA,"F",NA,2020-11-24,2020-11-24,NA,"BD","BD","Rissiepit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rivier",NA
"660","Spanspek","Span",NA,"F",NA,2020-11-24,2020-11-24,NA,NA,"BD","Pannekoekie",NA,NA,NA,NA,2021-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Last seen on the 18/05/2021. Presumed dead. ","Spanspek","dead"
"661","Sylinder","Syl",NA,"M",NA,2020-11-24,2020-11-24,NA,"BD","BD","Siele",NA,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sylinder",NA
"662","Muis","Mui",NA,"M",NA,2020-11-25,2020-11-25,NA,"BD","BD","Mielies",NA,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Muis",NA
"663","Bangalore","Bang",NA,"F",NA,2020-11-26,2020-11-26,NA,NA,"NH","Bela-Bela",NA,NA,NA,NA,2021-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Found dying. Bela was injured as well. Bite injuries. Confirmed dead 2 days after.","Bangalore","dead"
"664","Baby Guat 2020","BGua20",NA,NA,NA,2020-12-02,2020-12-02,NA,NA,"NH","Guatemala",NA,NA,NA,NA,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Found dead, carried by Guat.","Babyguat2020","dead"
"665","Deja","Deja",NA,"F",NA,NA,2020-12-07,NA,"LT","LT","Delilah",NA,NA,NA,NA,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deja",NA
"666","Loki","Loki",NA,"F",NA,NA,2020-12-07,NA,"LT","LT","Louise",NA,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baby born between the 4th and 7th of december","Loki",NA
"667","Delta","Delt",NA,"F",NA,NA,2020-12-11,NA,"LT","LT","Dewe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Delta",NA
"668","Gubudu","Gub",NA,"M",NA,NA,2020-12-11,NA,"AK","AK","Gubha",NA,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gubudu",NA
"669","Palmela","Palm",NA,"F",NA,NA,2020-12-17,NA,"NH","NH","Pretoria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"born btw 15 and 17/12/2020","Palmela",NA
"670","Lugano","Lug",NA,"M",NA,NA,2020-12-21,NA,NA,"NH","Lima",NA,2021-02-18,NA,NA,2021-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"born between 19-21.12.20 . injured the 16th, found dead on the 18th.","Lugano","dead"
"671","Naartjie","Naa",NA,"M",NA,NA,2020-12-21,NA,NA,"BD","Nooiens ",NA,NA,NA,NA,2021-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","born between 19 and 21/12/2020 but First recorded and seen on 21 Dec 2020","Naartjie",NA
"672","Ndondo","Ndo",NA,"M",NA,NA,2021-01-04,NA,"AK","AK","Ndawonya","Sanbonani",2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ndondo",NA
"673","Sion","Sio",NA,"M",NA,NA,2021-01-06,NA,NA,NA,NA,NA,NA,"NH",2021-01-15,2021-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Called ""lip injury guy"", ""tooth guy"", ""jacaranda guy"" before being named. Most likely comes from jakaranda gp. Has been around for a few weeks. Got chased by a noha male on the 14th, but found sleeping with 2 noha males on the 15th of january, thus 15th taken as immigration date. Fully in since mid-january.  Dominant since march-april,lost dominance near end of may","Sion","migrated"
"674","Rimini","Rim",NA,"M",NA,NA,2021-01-11,NA,"NH","NH","Rabat",NA,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rimini",NA
"675","Udupi","Udup",NA,"F",NA,2021-01-19,2021-01-19,NA,"NH","NH","Uppsala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"born between 19:10 on the 18th and 05:00 on the 19th","Udupi",NA
"677","DodgyKnee","Dodg",NA,"F",NA,NA,2021-04-16,NA,NA,"CR",NA,NA,NA,NA,NA,2022-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Dodgyknee",NA
"678","Tchakalaka","Tch",NA,"M",NA,NA,2021-05-11,NA,"AK",NA,NA,NA,NA,"AK",2021-05-11,2022-03-17,"NH",2022-06-02,2023-03-13,NA,NA,NA,NA,NA,NA,NA,"probably born in Iceland. ","Tchakalaka",NA
"679","Bukubuku","Buk",NA,"M",NA,NA,2021-05-11,NA,"AK",NA,NA,NA,NA,"AK",2021-05-11,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bukubuku",NA
"680","Cayman","Cay","Little Cameron","M",NA,NA,2021-05-19,NA,"CR","CR",NA,NA,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cayman",NA
"681","WavyEars","WavyEars",NA,"M",NA,NA,2021-05-21,NA,"CR","CR",NA,NA,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prior to his addition as individual and first ticked in log book on 21/05/2021 wavy ears will be present in remarks/other individuals, but at this time may have been confused with pointy ears another 3 year old Juv.","Wavyears",NA
"683","Duckie","Duc",NA,"M",NA,NA,2021-05-27,NA,"CR","CR",NA,NA,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Duckie",NA
"684","Okefenokee","Oke",NA,"M",NA,NA,2021-05-31,NA,"KB",NA,NA,NA,NA,"KB",2021-05-31,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Okefenokee",NA
"685","Tevere","Tev",NA,"M",NA,NA,2021-05-31,NA,"KB",NA,NA,NA,NA,"KB",2021-05-31,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tevere",NA
"686","Zuni","Zuni","Fleshy","F",NA,NA,2021-06-01,NA,"CR","CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prior to Fleshy was called ""Injured leg female""","Zuni",NA
"687","Holey","Hole",NA,"F",NA,NA,2021-06-01,NA,"CR","CR",NA,NA,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holey",NA
"688","PointyEars","PointyEars",NA,"M",NA,NA,2021-06-01,NA,"CR","CR",NA,NA,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prior to his addition as individual and first ticked in log book on 01/06/2021 PointyEars will be present in remarks/other individuals, but at this time may have been confused with WavyEars another 3 year old Juv.","Pointyears",NA
"689","Etosha","Eto",NA,"M",NA,NA,2021-06-02,NA,NA,NA,NA,NA,NA,"KB",2021-06-02,2021-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"First recorded date in Jun 21","Etosha",NA
"690","Apa","Apa",NA,"M",NA,NA,2021-06-04,NA,"LT",NA,NA,NA,NA,"LT",2021-06-04,2022-07-25,"BD",2022-07-27,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,"Apa",NA
"691","Momo","Mom",NA,"M",NA,NA,2021-06-04,NA,"LT",NA,NA,NA,NA,"LT",2021-06-04,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Momo",NA
"692","BigEars",NA,NA,"M",NA,NA,2021-06-06,NA,"CR","CR",NA,NA,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bigears",NA
"693","PlainJane","Pla",NA,"M",NA,NA,2021-06-14,NA,"CR","CR",NA,NA,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plainjane",NA
"694","Baby Dian 2021","BDia21",NA,NA,NA,2021-09-29,2021-09-29,NA,NA,"LT","Diana",NA,NA,NA,NA,2021-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"born dead and she carried until the 01/1/2021. Born deformed the head was unusual and the forehead was big","Babydian2021","dead"
"695","Baby Pret 2021","BPre21",NA,NA,NA,NA,2021-10-05,NA,NA,"NH","Pretoria",NA,NA,NA,NA,2021-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"found dead and last seen on the 2021/10/05","Babypret2021","dead"
"696","Nul","Nul",NA,"M",NA,2021-10-06,2021-10-06,NA,NA,"BD","Numbies",NA,NA,NA,NA,2022-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Nul",NA
"697","Baby Ouli 2021","BOul21",NA,"M",NA,2021-10-09,2021-10-09,NA,NA,"BD","Oulik",NA,NA,NA,NA,2021-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Born dead, was still pink","Babyouli2021","dead"
"698","Amstel","Amst",NA,"F",NA,NA,2021-10-12,NA,"KB","KB","Aaragon",NA,NA,NA,NA,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"probably born on between the 7 to the 12 october 2021","Amstel",NA
"699","Nukke","Nuk",NA,"M",NA,NA,2021-10-18,NA,"BD","BD","Nurks",NA,NA,NA,NA,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","probably born 16 or 17 of October 2021 ","Nukke",NA
"700","Piesang","Pie",NA,"M",NA,NA,2021-10-18,NA,"BD","BD","Pieperig",NA,NA,NA,NA,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","probably born 16 or 17 of October 2021 ","Piesang",NA
"701","Baby Cam 2011","BCam11",NA,NA,NA,NA,NA,NA,NA,"LT","Camilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Born in 2011, so is this actually baby Jenny?","Babycam2011",NA
"702","Baby Daisy 2019","BDai19",NA,NA,NA,NA,NA,NA,NA,"LT","Daisy",NA,NA,NA,NA,2019-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Dead, no body found","Babydaisy2019","dead"
"703","Bug Eyes",NA,NA,NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Born 2013","Bugeyes",NA
"704","Collin","Col",NA,"M",NA,NA,NA,NA,NA,"LT","Camilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Probably renamed as Impostor","Collin",NA
"705","Fergie","Ferg",NA,"F",NA,NA,NA,NA,NA,"RC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Fergie",NA
"706","Gollum",NA,NA,NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Born 2011","Gollum",NA
"707","Gosh",NA,NA,NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Born 2014","Gosh",NA
"708","Heart",NA,NA,NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Born 2014","Heart",NA
"709","Imposter","Imp","Lennon Imposter","M",NA,NA,NA,NA,NA,"LT",NA,NA,2017-05-22,"LTsplit",NA,NA,"LT",2017-11-23,2018-02-07,"LTsplit2",NA,NA,NA,NA,NA,"No","Returned LT, dissappeared & then joined Split_2 LT","Imposter","dissapeared"
"710","Jamaica","Jama",NA,"F",NA,NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Only recorded once, date on logbook is incorrect (2005)","Jamaica",NA
"711","Kurt Cubain","Kur",NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RC",NA,2010-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Kurtcubain",NA
"712","Little Notch",NA,NA,NA,"2",NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Born 2012","Littlenotch",NA
"713","Madonna","Mado",NA,"F","10",NA,NA,NA,NA,"RC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Madonna",NA
"714","Nostrils",NA,NA,NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Born 2012","Nostrils",NA
"715","Pitcairn","Pit",NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CR",NA,2015-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Disappeared, probably migrated, no data found in logbook to check dates","Pitcairn","migrated"
"716","Red Hot","Red",NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Redhot",NA
"717","SF2",NA,NA,"F",NA,NA,NA,NA,NA,"RC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Sf2",NA
"718","Small Eyes",NA,NA,"M","10",NA,NA,NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Name conflict with SMA & Smachy","Smalleyes",NA
"719","Tasmania","Tas",NA,NA,NA,NA,NA,NA,NA,"CR","Tonga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Born 2014","Tasmania",NA
"720","Wierdo","Wier",NA,"F",NA,NA,NA,NA,NA,"RC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Wierdo",NA
"722","Ndlovu","Ndl",NA,"M",NA,2021-11-02,2021-11-02,NA,"AK","AK","Ndonsa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Ndlovu",NA
"723","Nkomo","Nko",NA,"M",NA,2021-11-04,2021-11-04,NA,"AK","AK","Nkosikasi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Nkomo",NA
"724","Gomonqo","Gom",NA,"M",NA,2021-11-03,2021-11-03,NA,"AK","AK","Ginqika",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Gomonqo",NA
"725","Gobela","Gobe",NA,"F",NA,2021-11-12,2021-11-12,NA,"AK","AK","Goduka",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Gobela",NA
"726","Nyala","Nyal",NA,"F",NA,2021-11-05,2021-11-05,NA,NA,"AK","Nyanga",NA,NA,NA,NA,2021-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,"Nyala",NA
"727","Baby Ndaw 2021","BNda21",NA,NA,NA,2021-11-18,2021-11-18,NA,NA,"AK","Ndawonya",NA,NA,NA,NA,2021-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO","Presume dead, the baby was seen for two days alive","Babyndaw2021","dead"
"728","Askies","Ask",NA,"M",NA,2021-10-27,2021-10-27,NA,"BD","BD","Asis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Askies",NA
"729","Padkos","Padk",NA,"F",NA,2021-10-27,2021-10-27,NA,"BD","BD","Potjie",NA,NA,NA,NA,2022-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Padkos",NA
"730","Eier","Eie",NA,"M",NA,2021-11-02,2021-11-02,NA,"BD","BD","Eina",NA,NA,NA,NA,2022-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,"Eier",NA
"731","Haaigranaat","Haai",NA,"F",NA,2021-11-04,2021-11-04,NA,"BD","BD","Hondjie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Haaigranaat",NA
"732","Hemel","Hem",NA,"M",NA,2021-11-04,2021-11-04,NA,"BD","BD","Heerlik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Hemel",NA
"733","Omelet","Ome",NA,"M",NA,2021-11-04,2021-11-04,NA,"BD","BD","Oortjies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Omelet",NA
"734","Purper","Pur",NA,"M",NA,2021-11-05,2021-11-05,NA,"BD","BD","Puolka",NA,NA,NA,NA,2022-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Purper",NA
"735","Nooit","Noo",NA,"M",NA,2021-11-09,2021-11-09,NA,"BD","BD","Nooiens ",NA,NA,NA,NA,2022-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Nooit",NA
"736","Slang","Sla",NA,"M",NA,2021-11-09,2021-11-09,NA,"BD","BD","Siele",NA,NA,NA,NA,2022-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Slang",NA
"737","Renoster","Reno",NA,"F",NA,NA,2021-11-15,NA,"BD","BD","Redelik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Probably born between 13-15 November 2021","Renoster",NA
"738","Rimpel","Rimp",NA,"F",NA,2021-11-18,2021-11-18,NA,"BD","BD","Rissiepit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Rimpel",NA
"739","Sampion","Samp",NA,"F",NA,NA,2021-11-22,NA,"BD","BD","Sari",NA,NA,NA,NA,2022-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Probaby born between 20-22 November 2021","Sampion",NA
"740","Sitrus","Sitr",NA,"F",NA,2021-11-18,2021-11-18,NA,"BD","BD","Sirkus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Sitrus",NA
"741","Miskien","Misk",NA,"F",NA,2021-11-19,2021-11-19,NA,"BD","BD","Mielies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Miskien",NA
"742","Spek","Spe",NA,"M",NA,2021-11-13,2021-11-13,NA,"BD","BD","Pannekoekie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Spek",NA
"743","Baby Oerw 2021","BOer21",NA,"M",NA,NA,2021-12-06,NA,NA,"BD","Oerwoud",NA,NA,NA,NA,2021-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO","Born very smal, was not clinging on the mother and not suckling","Babyoerw2021",NA
"744","Grive","Griv",NA,"F",NA,2021-11-03,2021-11-03,NA,"NH","NH","Granada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Grive",NA
"745","Galeria","Gale",NA,"F",NA,2021-11-05,2021-11-05,NA,"NH","NH","Gaya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Galeria",NA
"746","Baby Guat 2021","BGua21",NA,"M",NA,2021-11-02,2021-11-02,NA,"NH","NH","Guatemala",NA,NA,NA,NA,2021-11-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Name conflict with SMA & Smachy.two observers found the baby after she let go and observed the sex","Babyguat2021",NA
"747","Xihau","Xih",NA,"M",NA,2021-10-21,2021-10-21,NA,"NH","NH","Xian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Xihau",NA
"748","Xarès","Xar",NA,"M",NA,NA,2021-11-08,NA,"NH","NH","Xalapa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Xarï¿½S",NA
"749","Bethlehem","Bet",NA,"M",NA,NA,2021-11-08,NA,"NH","NH","Bela-Bela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Bethlehem",NA
"750","Utica","Utic",NA,"M",NA,2021-11-06,2021-11-06,NA,"NH","NH","Uppsala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Utica",NA
"751","Rivas","Riva",NA,"F",NA,NA,2021-11-08,NA,"NH","NH","Rioja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Rivas",NA
"752","Rafaela","Rafa",NA,"F",NA,2021-11-02,2021-11-02,NA,"NH","NH","Rabat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Rafaela",NA
"754","Bougainville","Bou","Goldie","M",NA,NA,2021-03-24,NA,"CR","CR",NA,NA,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"he was born in 2018. it not certain it observation done in the field.","Bougainville",NA
"754","Yamp","Yam","Baby Yuko 2021/ Yamp","M",NA,NA,2021-11-16,NA,"KB","KB","Yamuna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","for a while it was thought that yamu had a miscarrage and she was having Yuko baby until Yuko baby was born Yamu baby was called baby Yukon","Yamp",NA
"755","Yodo","Yodo","Yaq","F",NA,NA,2021-10-03,NA,"KB","KB","Yara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Yodo",NA
"756","Montreal","Mon",NA,"M","`2021",NA,2021-10-25,NA,"CR","CR","mackenzie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Montreal",NA
"757","Gasket","Gas",NA,"M",NA,NA,2021-10-25,NA,"CR","CR","Galapagos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Gasket",NA
"758","Baby DodgyKnee 2021","BBDod21",NA,NA,NA,NA,2021-12-03,NA,NA,"CR","DodgyKnee",NA,NA,NA,NA,2022-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Babydodgyknee2021",NA
"759","Baby Kodi 2021","BBKodi21",NA,NA,NA,NA,2021-12-03,NA,"CR","CR","Kodiak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Babykodi2021",NA
"760","Tiki","Tik",NA,"F",NA,NA,2021-11-30,NA,"CR","CR","Timber",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Tiki",NA
"761","Baby Zuni  2021","BBFZuni21","Baby Fleshy 2021","M",NA,NA,2021-11-11,NA,"CR","CR","Zuni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Babyzuni2021",NA
"762","Baby Goose 2021","BBGoo21","Baby CrazeyEyes 2021",NA,NA,NA,2021-11-11,NA,NA,"CR","Goose",NA,NA,NA,NA,2021-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Babygoose2021",NA
"763","Bahamas","Baha",NA,"F",NA,NA,2021-11-27,NA,"CR","CR","Bali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Bahamas",NA
"764","Nihiru","Nihi",NA,"F",NA,NA,2021-11-09,NA,"CR","CR","Nihau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Nihiru",NA
"765","Clarence","Clar",NA,"F",NA,NA,2021-07-28,NA,"CR","CR","Chiloe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Clarence",NA
"766","Barry","Barr",NA,"F",NA,NA,2021-07-28,NA,"CR","CR","Bali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Barry",NA
"767","Nora","Nora",NA,"F",NA,NA,2021-07-28,NA,"CR","CR","Nihau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Nora",NA
"768","Disco","Dis",NA,"M",NA,2021-11-21,2021-11-21,NA,"LT","LT","Digby",NA,NA,NA,NA,2022-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Disco",NA
"769","Danielle","Dani",NA,"F",NA,2021-11-22,2021-11-22,NA,"LT","LT","Daenerys",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Danielle",NA
"770","Delux","Del",NA,"M",NA,NA,2021-12-11,NA,"LT","LT","Delilah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Delux",NA
