"LH_RowNumber","AnimalCode","AnimalName","OtherID","Sex","DOB","FirstDate","DOB_estimate","Age_yr","Age_class","Group_mb","StartDate_mb","EndDate_mb","Tenure_type","Mother","Father","ReliableData","Fate_probable","Comments"
496,"BOah17","Baby Oahu 2017",NA,NA,"2017-10-10","2017-10-10","2017-10-10",6.1,"adult",NA,NA,NA,NA,"Oahu",NA,NA,"dead","Was born dead and the mother was carring the body"
497,"Goos","Goose","CrazyEyes","F",NA,"2017-10-10","2017-10-10",NA,"adult","CR","2017-10-10","2018-07-20","BirthGroup","Galapagos",NA,NA,NA,"seen on last day CR followed 2018/07/20"
498,"Lava","Lavander",NA,"F","2017-10-11","2017-10-11","2017-10-11",6.1,"adult","LT","2017-10-11","2019-09-27","BirthGroup","Laurel",NA,NA,"dead","Presumed dead"
499,"BPan17","Baby Pann 2017",NA,"M","2017-10-12","2017-10-12","2017-10-12",6.09,"adult","BD","2017-10-12","2017-12-21","BirthGroup","Pannekoekie",NA,NA,"dead","Died on 21/12/2017, seen with injuries on leg and died shortly afterwards"
500,"BLio17","Baby Lionel 2017",NA,NA,NA,"2017-10-13",NA,NA,NA,NA,NA,NA,NA,"Lionel",NA,NA,"dead","Presumed dead"
501,"Mokc","Mokcha",NA,"F","2017-10-13","2017-10-13","2017-10-13",6.09,"adult","KB","2017-10-13","2021-09-04","BirthGroup","Mara",NA,NA,NA,NA
502,"BRox17","Baby Roxanne 2017",NA,"M","2017-10-16","2017-10-16","2017-10-16",6.08,"adult","LT","2017-10-16","2018-02-19","BirthGroup","Roxanne",NA,NA,NA,"Not clear if baby joined split with mother or disappeared few days before"
503,"Isc","Ischia",NA,"M",NA,"2017-10-16","2014-07-18",NA,"adult","CR","2017-10-16","2018-07-18","BirthGroup","Iceland",NA,NA,NA,"Last seen few days before CR last followed"
504,"Ndik","Ndiki",NA,"F","2017-10-16","2017-10-16","2017-10-16",6.08,"adult","AK","2017-10-16","2021-04-20","BirthGroup","Ndonsa",NA,NA,NA,NA
505,"Nuu","Nuuskierig",NA,"M","2017-10-16","2017-10-16","2017-10-16",6.08,"adult","BD","2017-10-16","2023-03-06","BirthGroup","Nurks",NA,NA,NA,NA
506,"Timb","Timber",NA,"F","2017-10-16","2017-10-16","2017-10-16",6.08,"adult","CR","2017-10-16","2023-11-16","BirthGroup","Tortuga",NA,"Yes",NA,NA
507,"Aan","Aantreklik","Aant","M","2017-10-17","2017-10-17","2017-10-17",6.08,"adult","BD","2017-10-17","2023-11-16","BirthGroup","Aapie",NA,"Yes",NA,"may be mistaken about the fact that his mom is Aapi. Due to observation he maybe Asis son - to check with genetics!"
508,"Jell","Jelly",NA,"F","2017-10-19","2017-10-19","2017-10-19",6.08,"adult","LT","2017-10-19","2018-02-21","BirthGroup","Jenny",NA,NA,NA,NA
508,"Jell","Jelly",NA,"F","2017-10-19","2017-10-19","2017-10-19",6.08,"adult","LTsplit","2018-02-21","2018-03-03","GroupSplit","Jenny",NA,NA,NA,NA
509,"Pom","Pomelo",NA,"M","2017-10-19","2017-10-19","2017-10-19",6.08,"adult","NH","2023-02-20","2023-11-16","MigrationGroup1","Potjie",NA,NA,NA,"He left BD but Jonas could still download data from him when he is behind Mpakana"
509,"Pom","Pomelo",NA,"M","2017-10-19","2017-10-19","2017-10-19",6.08,"adult","BD","2017-10-19","2022-12-16","BirthGroup","Potjie",NA,NA,NA,"He left BD but Jonas could still download data from him when he is behind Mpakana"
510,"Xin","Xinji",NA,"M",NA,"2017-10-20","2017-10-20",NA,"adult","BD","2022-07-16","2023-11-16","MigrationGroup1","Xian",NA,NA,NA,NA
510,"Xin","Xinji",NA,"M",NA,"2017-10-20","2017-10-20",NA,"adult","NH","2017-10-20","2022-07-15","BirthGroup","Xian",NA,NA,NA,NA
511,"Rust","Rustig",NA,"F","2017-10-21","2017-10-21","2017-10-21",6.07,"adult","BD","2017-10-21","2018-05-28","BirthGroup","Rissiepit",NA,NA,NA,"Noted several months after in logbook, likely an error"
512,"Sirk","Sirkus",NA,"F","2017-10-21","2017-10-21","2017-10-21",6.07,"adult","BD","2017-10-21","2023-11-16","BirthGroup","Siele",NA,NA,NA,NA
513,"Pye","Pyeongchang",NA,"M","2017-10-23","2017-10-23","2017-10-23",6.06,"adult","NH","2017-10-23","2020-02-24","BirthGroup","Pretoria",NA,NA,"dead","Most likely killed by dogs"
514,"Obse","Obsessie",NA,"F","2017-10-24","2017-10-24","2017-10-24",6.06,"adult","BD","2017-10-24","2023-11-16","BirthGroup","Oulik",NA,NA,NA,NA
515,"Mar","Margarita",NA,"M",NA,"2017-10-25","2013-11-17",NA,"adult","CR","2017-10-25","2017-11-17","BirthGroup","Mackenzie",NA,NA,NA,NA
516,"Jers","Jersey",NA,"F",NA,"2017-10-26","2017-10-26",NA,"adult","CR","2017-10-26","2018-07-20","BirthGroup","Java",NA,NA,NA,"seen on last day CR followed 2018/07/20"
517,"Moya","Moya",NA,"F","2017-10-26","2017-10-26","2017-10-26",6.06,"adult","AK","2017-10-26","2019-11-16","BirthGroup","Mamoobi",NA,NA,"dead","Presumed dead. Body not found"
518,"Hee","Heelal",NA,"M","2017-10-30","2017-10-30","2017-10-30",6.05,"adult","BD","2017-10-30","2023-01-20","BirthGroup","Heerlik",NA,NA,NA,NA
519,"BGug17","Baby Gugu 2017",NA,"M","2017-10-31","2017-10-31","2017-10-31",6.04,"adult","AK","2017-10-31","2018-01-11","BirthGroup","Gugu",NA,NA,"dead","Presumed dead but no body"
520,"Nak","Nakhu",NA,"M","2017-10-31","2017-10-31","2017-10-31",6.04,"adult","BD","2022-05-06","2023-11-16","MigrationGroup1","Nkosikasi",NA,NA,NA,NA
520,"Nak","Nakhu",NA,"M","2017-10-31","2017-10-31","2017-10-31",6.04,"adult","AK","2017-10-31","2022-05-05","BirthGroup","Nkosikasi",NA,NA,NA,NA
521,"Daa","Daartagnan",NA,"M","2017-11-02","2017-11-02","2017-11-02",6.04,"adult","LT","2017-11-02","2022-06-06","BirthGroup","Daisy",NA,NA,NA,NA
522,"Nan","Nantucket",NA,"M",NA,"2017-11-02","2014-07-18",NA,"adult","CR","2017-11-02","2018-07-18","BirthGroup","Nihau",NA,NA,NA,"Last seen few days before CR last followed"
523,"BRub17","Baby Ruby 2017",NA,NA,"2017-11-03","2017-11-03","2017-11-03",6.03,"adult",NA,NA,NA,NA,"Ruby",NA,NA,"dead","Dead, unclear if body found"
524,"Rioj","Rioja",NA,"F","2017-11-03","2017-11-03","2017-11-03",6.03,"adult","NH","2017-11-03","2023-11-16","BirthGroup","Roma",NA,NA,NA,NA
525,"BKay17","Baby Kaya 2017",NA,"M","2017-11-04","2017-11-04","2017-11-04",6.03,"adult","LTsplit","2018-02-21","2018-03-03","MigrationGroup1","Kaya",NA,NA,NA,"LTSplit not followed"
525,"BKay17","Baby Kaya 2017",NA,"M","2017-11-04","2017-11-04","2017-11-04",6.03,"adult","LT","2017-11-04","2018-02-21","BirthGroup","Kaya",NA,NA,NA,"LTSplit not followed"
526,"Niha","Nihau",NA,"F",NA,"2017-11-06","2017-11-06",NA,"adult","CR","2017-11-06","2023-11-16","BirthGroup",NA,NA,NA,NA,"Born 2012, first recorded seems late - was she called something else first? Last seen few days before CR last followed"
527,"Yara","Yara",NA,"F",NA,"2017-11-11","2017-11-11",NA,"adult","KB","2017-11-11","2023-11-16","BirthGroup","Yalu",NA,NA,NA,NA
528,"Gan","Gangtok",NA,"M","2017-11-13","2017-11-13","2017-11-13",6.01,"adult","NH","2017-11-13","2021-12-24","BirthGroup","Gaya",NA,NA,NA,NA
529,"Rev","Revdanda",NA,"M","2017-11-16","2017-11-16","2017-11-16",6,"adult","NH","2017-11-16","2019-01-28","BirthGroup","Rennes",NA,NA,"dead","Body found eaten by poachers' dogs"
530,"Xal","Xaltepec",NA,"M","2017-11-18","2017-11-18","2017-11-18",5.99,"adult","NH","2017-11-18","2020-03-12","BirthGroup","Xalapa",NA,"No",NA,"Never identified again after Rebekka snd Varun left"
531,"Yze","Yzeron",NA,"M",NA,"2017-11-20","2014-09-18",NA,"adult","KB","2017-11-20","2018-09-18","BirthGroup","Yenissei",NA,NA,"dead","Probably dead"
532,"Dext","Dexter",NA,"F","2017-11-30","2017-11-30","2017-11-30",5.96,"adult","LT","2017-11-30","2022-06-04","BirthGroup","Delilah",NA,NA,NA,NA
533,NA,"Corfu",NA,NA,NA,"2017-12-23",NA,NA,NA,NA,NA,NA,NA,"Chiloe",NA,"No",NA,"Confusion between observers as to whether Corfu exists or not, never reconciled"
534,"BMie17","Baby Mielies 2017",NA,NA,"2017-12-27","2017-12-27","2017-12-27",5.89,"adult",NA,NA,NA,NA,"Mielies",NA,NA,NA,NA
535,"Dore","Doreen",NA,"F","2017-12-29","2017-12-29","2017-12-29",5.88,"adult","LT","2017-12-29","2023-11-16","BirthGroup","Diana",NA,NA,NA,NA
536,"BMac17","Baby Mackenzie 2017","Baby Schnauzli 2017",NA,NA,"2018-02-14",NA,NA,NA,NA,NA,NA,NA,"Mackenzie",NA,NA,NA,"Fate unclear"
537,"Pun","Puntag",NA,"M","2018-03-02","2018-03-02","2014-03-02",5.71,"adult","BD","2018-03-02","2018-07-24","MigrationGroup1",NA,NA,NA,NA,"Recorded one time months after departure in BD, may be a mistake"
538,"Bali","Bali",NA,"F",NA,"2018-04-09","2018-04-09",NA,"adult","CR","2018-04-09","2023-11-16","BirthGroup",NA,NA,NA,NA,"seen on last day CR followed 2018/07/20"
539,"East","Easter","Smashy;Mous","F",NA,"2018-04-09","2018-04-09",NA,"adult","CR","2018-04-09","2022-03-12","BirthGroup",NA,NA,NA,NA,"seen on last day CR followed 2018/07/20"
540,"Fiji","Fiji",NA,"F",NA,"2018-04-12","2018-04-12",NA,"adult","CR","2018-04-12","2018-07-20","BirthGroup",NA,NA,NA,NA,"seen on last day CR followed 2018/07/20"
541,"Kodi","Kodiak","Schnauzli","F",NA,"2018-04-12","2018-04-12",NA,"adult","CR","2018-04-12","2023-11-16","BirthGroup",NA,NA,NA,NA,"Last seen few days before CR last followed 2018/07/20"
542,"Koo","Kookoolegit",NA,"M",NA,"2018-04-12","2014-07-18",NA,"adult","CR","2018-04-12","2018-07-18","BirthGroup","Kodiak",NA,NA,NA,"Last seen few days before CR last followed"
543,"Blu","Blup blup",NA,"M",NA,"2018-04-18",NA,NA,NA,"CR","2018-04-18","2018-07-20","BirthGroup","Bali",NA,NA,NA,"seen on last day CR followed 2018/07/20"
544,"Cus","Cusco",NA,"M",NA,"2018-05-21","2014-05-21",NA,"adult","NH","2019-05-21","2020-11-30","MigrationGroup2",NA,NA,NA,NA,"Could be Ijinja from Ifamily, but unsure without genetics"
544,"Cus","Cusco",NA,"M",NA,"2018-05-21","2014-05-21",NA,"adult","NH","2018-05-21","2018-12-17","MigrationGroup1",NA,NA,NA,NA,"Could be Ijinja from Ifamily, but unsure without genetics"
545,"Osc","Oscar","Dumbledore","M",NA,"2018-06-07","2014-06-07",NA,"adult","LT","2018-06-07","2019-02-06","MigrationGroup1",NA,NA,NA,NA,"Previously named Dumbledore"
546,"Ben","Benedict",NA,"M",NA,"2018-06-08","2014-06-08",NA,"adult","LT","2018-06-08","2020-07-18","MigrationGroup1",NA,NA,NA,"migrated","Migrated in the group that owns the owners dam "
547,"Lail","Laila",NA,"F","2018-06-11","2018-06-11","2018-06-11",5.43,"adult","LT","2018-06-11","2023-11-16","BirthGroup","Laurel",NA,NA,NA,NA
548,"Aat","Aathabasca","Ath","M",NA,"2018-10-26","2018-10-26",NA,"adult","KB","2018-10-26","2023-03-28","BirthGroup","Aare",NA,NA,NA,"Probably born earlier than first seen date"
549,"Goe","Goed",NA,"M","2018-10-26","2018-10-26","2018-10-26",5.06,"adult","BD","2018-10-26","2023-11-16","BirthGroup","Gesels",NA,NA,NA,NA
550,"Hia","Hiasint",NA,"M","2018-10-26","2018-10-26","2018-10-26",5.06,"adult","BD","2018-10-26","2021-04-08","BirthGroup","Hippie",NA,NA,NA,"Last seen in BD is 08/04/2021 according to logbook but more likely 03/04/2021. "
551,"Lewe","Lewe",NA,"F","2018-10-26","2018-10-26","2018-10-26",5.06,"adult","BD","2018-10-26","2023-11-16","BirthGroup","Little Blind",NA,NA,NA,NA
552,"Mimi","Mimiek",NA,"F","2018-10-26","2018-10-26","2018-10-26",5.06,"adult","BD","2018-10-26","2020-08-19","BirthGroup","Mielies",NA,NA,"dead","Disappeared and no body but assumed to have died. Lots of predator response and hypervigilance in recent days. And group split a few days around disappearance."
553,"Naal","Naaldekoker",NA,"F","2018-10-26","2018-10-26","2018-10-26",5.06,"adult","BD","2018-10-26","2023-11-16","BirthGroup","Numbies",NA,NA,NA,NA
554,"Xinp","Xinpu",NA,"F","2018-10-28","2018-10-28","2018-10-28",5.05,"adult","NH","2018-10-28","2023-11-16","BirthGroup","Xian",NA,NA,NA,NA
555,"Guz","Guzunga",NA,"M",NA,"2018-11-01","2018-11-01",NA,"adult","IFamily","2023-05-22","2023-11-16","MigrationGroup1","Gugu",NA,NA,NA,"Probably born few days earlier"
555,"Guz","Guzunga",NA,"M",NA,"2018-11-01","2018-11-01",NA,"adult","AK","2018-11-01","2023-05-13","BirthGroup","Gugu",NA,NA,NA,"Probably born few days earlier"
556,"Roc","Rochdale",NA,"M",NA,"2018-11-01","2018-11-01",NA,"adult","NH","2018-11-01","2023-11-16","BirthGroup","Reva",NA,NA,NA,"Probably born earlier than first seen date"
557,"Skem","Skemer",NA,"F","2018-11-01","2018-11-01","2018-11-01",5.04,"adult","BD","2018-11-01","2023-11-16","BirthGroup","Snortjie",NA,NA,NA,NA
558,"Spam","Spampounkoeki",NA,"F","2018-11-01","2018-11-01","2018-11-01",5.04,"adult","BD","2018-11-01","2019-12-03","BirthGroup","Pannekoekie",NA,NA,"dead","Disappeared, probaby dead"
559,"Uls","Ulsan",NA,"M",NA,"2018-11-01","2018-11-01",NA,"adult","NH","2018-11-01","2023-11-16","BirthGroup","Uppsala",NA,NA,NA,"Probably born earlier than first seen date"
560,"Ncok","Ncoko",NA,"F","2018-11-02","2018-11-02","2018-11-02",5.04,"adult","AK","2018-11-02","2023-11-16","BirthGroup","Nkosikasi",NA,NA,NA,NA
561,"Nda","Ndanda",NA,"M","2018-11-03","2018-11-03","2018-11-03",5.03,"adult","AK","2018-11-03","2023-11-16","BirthGroup","Ndonsa",NA,NA,NA,"probably born the day before"
562,"BGen18","Baby Geneva 2018",NA,NA,"2018-11-05","2018-11-05","2018-11-05",5.03,"adult",NA,NA,NA,NA,"Geneva",NA,NA,"dead","Born dead"
563,"Mbil","Mbila",NA,"F","2018-11-05","2018-11-05","2018-11-05",5.03,"adult","AK","2018-11-05","2019-12-16","BirthGroup","Mamoobi",NA,NA,"dead","Presumed dead, body not found"
564,"Puym","Puy-merl",NA,"F","2018-11-07","2018-11-07","2018-11-07",5.02,"adult","NH","2018-11-07","2019-07-29","BirthGroup","Pretoria",NA,NA,NA,"Probably born on the first seen date"
565,"Oerw","Oerwoud",NA,"F","2018-11-09","2018-11-09","2018-11-09",5.02,"adult","BD","2018-11-09","2023-11-16","BirthGroup","Oulik",NA,NA,NA,NA
566,"Ram","Rambouillet",NA,"M","2018-11-09","2018-11-09","2018-11-09",5.02,"adult","NH","2018-11-09","2023-11-16","BirthGroup","Roma",NA,NA,NA,"Probably born in between 08/11/18 and 09/11/18"
567,"Sig","Sigaret",NA,"M","2018-11-09","2018-11-09","2018-11-09",5.02,"adult","BD","2018-11-09","2023-11-16","BirthGroup","Siele",NA,NA,NA,NA
568,"Dix","Dixon",NA,"M","2018-11-11","2018-11-11","2018-11-11",5.01,"adult","BD","2023-04-25","2023-11-16","MigrationGroup1","Digby",NA,NA,NA,NA
568,"Dix","Dixon",NA,"M","2018-11-11","2018-11-11","2018-11-11",5.01,"adult","LT","2018-11-11","2023-04-23","BirthGroup","Digby",NA,NA,NA,NA
569,"Ghi","Ghidigidi",NA,"M","2018-11-12","2018-11-12","2018-11-12",5.01,"adult","AK","2018-11-12","2021-01-21","BirthGroup","Ghida",NA,NA,NA,"probably born the day before (Sunday)"
570,"Mas","Mass",NA,"M",NA,"2018-11-12","2018-11-12",NA,"adult","KB","2018-11-12","2023-02-06","BirthGroup","Mara",NA,NA,NA,"Probably born before first seen date"
571,"BEin18","Baby Eina 2018",NA,"M","2018-11-13","2018-11-13","2018-11-13",5.01,"adult","BD","2018-11-13","2018-11-26","BirthGroup","Eina",NA,NA,"dead","Presumed dead"
572,"BNur18","Baby Nurks 2018",NA,"F","2018-11-14","2018-11-14","2018-11-14",5,"adult","BD","2018-11-14","2019-02-04","BirthGroup","Nurks",NA,NA,"dead","Dead on the 4th of February. Nurks was still carrying it in the morning. There has been a big storm the previous night"
573,"Rid","Ridder",NA,"M","2018-11-14","2018-11-14","2018-11-14",5,"sub-adult","BD","2018-11-14","2023-11-16","BirthGroup","Rissiepit",NA,NA,NA,NA
574,"Yaz","Yazoo",NA,"M","2018-11-14","2018-11-14","2018-11-14",5,"sub-adult","KB","2018-11-14","2023-11-16","BirthGroup","Yalu",NA,NA,NA,NA
575,"Ard","Ardig",NA,"M","2018-11-15","2018-11-15","2018-11-15",5,"sub-adult","BD","2018-11-15","2020-10-01","BirthGroup","Asis",NA,NA,NA,NA
576,"Regi","Regina",NA,"F","2018-11-15","2018-11-15","2018-11-15",5,"adult","NH","2018-11-15","2023-11-16","BirthGroup","Rennes",NA,NA,NA,NA
577,"Prat","Pratella",NA,"F","2018-11-17","2018-11-17","2018-11-17",5,"adult","NH","2018-11-17","2023-11-16","BirthGroup","Praia",NA,NA,NA,NA
578,"Gil","Gilane",NA,"M","2018-11-20","2018-11-20","2018-11-20",4.99,"sub-adult","IFamily","2023-05-22","2023-11-16","MigrationGroup1","Ginqika",NA,NA,NA,NA
578,"Gil","Gilane",NA,"M","2018-11-20","2018-11-20","2018-11-20",4.99,"sub-adult","AK","2018-11-20","2023-05-13","BirthGroup","Ginqika",NA,NA,NA,NA
579,"Non","Nonnitgie",NA,"M","2018-11-22","2018-11-22","2018-11-22",4.98,"sub-adult","BD","2018-11-22","2023-11-16","BirthGroup","Nooiens ",NA,NA,NA,NA
580,NA,"Dunston",NA,NA,"2018-11-24","2018-11-24","2018-11-24",4.98,NA,NA,NA,NA,NA,"Diana",NA,"No","dead","Died of head injury sustained days earlier"
581,"Guba","Gubane",NA,"F","2018-11-25","2018-11-25","2018-11-25",4.97,"adult","AK","2018-11-25","2023-02-07","BirthGroup","Gubha",NA,NA,"dissapeared","1/12/2020 she dissapeared and after few days of not being seen she was taken out from the files and forms`, after 6 six weeks she appeared again in the group and had a very large wound on the chick."
582,"Aal","Aalwyn",NA,"M","2018-11-27","2018-11-27","2018-11-27",4.97,"sub-adult","BD","2018-11-27","2023-11-16","BirthGroup","Aapie",NA,NA,NA,NA
583,"Dal","Dalton",NA,"M","2018-11-28","2018-11-28","2018-11-28",4.97,"sub-adult","BD","2023-04-25","2023-11-16","MigrationGroup1","Daenerys",NA,NA,NA,NA
583,"Dal","Dalton",NA,"M","2018-11-28","2018-11-28","2018-11-28",4.97,"sub-adult","LT","2018-11-28","2023-04-14","BirthGroup","Daenerys",NA,NA,NA,NA
584,"BLim18","Baby Lima 2018",NA,"F","2018-11-29","2018-11-29","2018-11-29",4.96,"adult","NH","2018-11-29","2019-03-18","BirthGroup","Lima",NA,NA,"dead","seen dead on the 18/03/19"
585,"Beir","Beirut",NA,"F","2018-12-03","2018-12-03","2018-12-03",4.95,"adult","NH","2018-12-03","2023-11-16","BirthGroup","Bela-Bela",NA,NA,NA,NA
586,"Yelo","Yelowstone",NA,"F","2018-12-04","2018-12-04","2018-12-04",4.95,"adult","KB","2018-12-04","2023-11-16","BirthGroup","Yenissei",NA,NA,NA,NA
587,"Reen","Reenboog",NA,"F","2018-12-12","2018-12-12","2018-12-12",4.93,"adult","BD","2018-12-12","2023-11-16","BirthGroup","Redelik",NA,NA,NA,NA
588,"Gris","Griselles",NA,"F","2018-12-13","2018-12-13","2018-12-13",4.93,"adult","NH","2018-12-13","2023-11-16","BirthGroup","Granada",NA,NA,NA,NA
589,"Lar","Larry",NA,"M","2018-12-15","2018-12-15","2018-12-15",4.92,"sub-adult","LT","2018-12-15","2020-07-18","BirthGroup","Lancey",NA,NA,"dead","Presumed dead."
590,"Pix","Pixsel",NA,"M","2018-12-20","2018-12-20","2018-12-20",4.91,"sub-adult","BD","2018-12-20","2023-11-16","BirthGroup","Pieperig",NA,NA,NA,NA
591,"BGay18","Baby Gaya 2018",NA,"M","2018-12-24","2018-12-24","2018-12-24",4.9,"sub-adult","NH","2018-12-24","2019-01-21","BirthGroup","Gaya",NA,NA,"dead","Died and being carried by the mom the all day, no sign of the mom the day after nore of him when she came back"
592,"BNya18","Baby Nyanga 2018",NA,NA,"2018-12-24","2018-12-24","2018-12-24",4.9,NA,NA,NA,NA,NA,"Nyanga",NA,NA,"dead","probably born the day before. Was dead when seen. Nyanga carried the dead baby around the whole day. Was not seen anymore on the 27th"
593,"BXal18","Baby Xalapa 2018",NA,NA,"2019-01-21","2019-01-21","2019-01-21",4.82,NA,NA,NA,NA,NA,"Xalapa",NA,NA,"dead","Born dead and carried by the mom during 2 days"
594,"Geo","George",NA,"M",NA,"2019-03-18","2015-03-18",NA,"adult","LT","2019-03-18","2022-03-18","MigrationGroup1",NA,NA,NA,NA,NA
595,"Was","Washington Babylon",NA,"M",NA,"2019-03-18","2015-03-18",NA,"adult","NH","2019-03-18","2020-02-26","MigrationGroup1",NA,NA,NA,NA,"Last seen by Rebekka in NH on 26/02/2020"
596,"Flu","Fluister","Jack","M",NA,"2019-04-30","2015-04-30",NA,"adult","BD","2019-04-30","2023-01-13","MigrationGroup1",NA,NA,"No",NA,"previously known as Jack, until sept 2019"
597,"Kek","Kekeke",NA,"M",NA,"2019-05-31","2015-05-31",NA,"adult","NH","2020-05-09","2020-11-12","MigrationGroup2",NA,NA,NA,NA,NA
597,"Kek","Kekeke",NA,"M",NA,"2019-05-31","2015-05-31",NA,"adult","AK","2019-05-31","2020-04-18","MigrationGroup1",NA,NA,NA,NA,NA
598,"Lip","Lipsy",NA,"M",NA,"2019-06-01","2015-06-01",NA,"adult","NH","2019-06-01","2020-08-17","MigrationGroup1",NA,NA,NA,NA,"Some suspect he is Dwergie from BD, unconfirmed until genetics. He left NH in August 2020 and is assumed to be in Crossing now."
599,"Oua","Ouagadougou","Shakespeare","M",NA,"2019-06-03","2015-06-03",NA,"adult","NH","2019-06-03","2020-11-30","MigrationGroup1",NA,NA,"No",NA,"Was originally called Shakespeare in tablet - an ID error - he is not Shakespeare from LT"
600,"BNum19","Baby Numbies 2019",NA,NA,"2019-10-03","2019-10-03","2019-10-03",4.12,NA,NA,NA,NA,NA,"Numbies",NA,NA,"dead","Born dead and carried by the mother for 1 h"
601,"BBel19","Baby Bela-Bela 2019",NA,NA,"2019-10-14","2019-10-14","2019-10-14",4.09,NA,NA,NA,NA,NA,"Bela-Bela",NA,NA,"dead","Born dead, very immature.Not carried by the mother"
602,"BGay19","Baby Gaya 2019",NA,"M","2019-10-14","2019-10-14","2019-10-14",4.09,"sub-adult","NH","2019-10-14","2019-10-26","BirthGroup","Gaya",NA,NA,"dead","died on the weekend of November 3rd. Sexed by only one observer"
603,"BRed19","Baby Redelik 2019",NA,"M","2019-10-19","2019-10-19","2019-10-19",4.08,"sub-adult","BD","2019-10-19","2019-10-19","BirthGroup","Redelik",NA,NA,"dead","Born dead, very immature.Not carried by the mother"
604,"BMar19","Baby Mara 2019",NA,"M","2019-10-21","2019-10-21","2019-10-21",4.07,"sub-adult","KB","2019-10-21","2019-10-24","BirthGroup","Mara",NA,NA,"dead","Dead between the 22th of October and the 24th of october, 2 observers sexed him"
605,"BDig19","Baby Digby 2019",NA,NA,"2019-10-22","2019-10-22","2019-10-22",4.07,NA,NA,NA,NA,NA,"Digby",NA,NA,"dead","Dead, no body found"
606,"BLim19","Baby Lima 2019",NA,"F","2019-10-22","2019-10-22","2019-10-22",4.07,"adult","NH","2019-10-22","2019-10-26","BirthGroup","Lima",NA,NA,"dead","died on the weekend of November 3rd"
